model,rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
convlstm,198,MONITOR,41.7425,-87.5925,20,71,0.7632156459148973,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,199,MONITOR,41.8125,-87.5925,34,71,0.7631017493549734,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,200,MONITOR,41.8225,-87.6225,36,65,0.7626202015671879,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,201,MONITOR,41.6775,-87.6425,7,61,0.762384632602334,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,202,MONITOR,41.9875,-87.7375,69,42,0.7618668954819441,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,203,MONITOR,41.8875,-87.64750000000001,49,60,0.7618045585695654,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,204,MONITOR,41.8975,-87.6725,51,55,0.7617768810596317,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,205,MONITOR,41.8925,-87.6225,50,65,0.7617196878418326,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,206,MONITOR,41.9175,-87.67750000000001,55,54,0.7616362255066633,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,207,MONITOR,41.7425,-87.6425,20,61,0.7610676633194089,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,208,MONITOR,41.7625,-87.6225,24,65,0.7609242519829422,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,209,MONITOR,41.7575,-87.5875,23,72,0.7605902794748545,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,210,MONITOR,41.8125,-87.63250000000001,34,63,0.7590225546155125,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,211,MONITOR,41.7625,-87.6275,24,64,0.7588848995510489,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,212,MONITOR,41.7875,-87.66250000000001,29,57,0.7586880309972912,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,213,MONITOR,41.8875,-87.67750000000001,49,54,0.7582536339759827,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,214,MONITOR,41.9025,-87.6675,52,56,0.7580916685983539,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,215,MONITOR,41.7825,-87.5825,28,73,0.7580075936857611,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,216,MONITOR,41.7975,-87.5875,31,72,0.7573846557643265,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,217,MONITOR,41.8075,-87.5925,33,71,0.7573140521999449,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,218,MONITOR,41.8275,-87.6875,37,52,0.7564151303377002,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,219,MONITOR,41.8775,-87.7275,47,44,0.7563578151166439,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,220,MONITOR,41.7625,-87.5975,24,70,0.756162048317492,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,221,MONITOR,41.8075,-87.7225,33,45,0.7560883220285177,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,222,MONITOR,41.7975,-87.6575,31,58,0.7559368889778852,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,223,MONITOR,41.9125,-87.66250000000001,54,57,0.7554734668228775,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,224,MONITOR,41.9375,-87.7075,59,48,0.7541775619611144,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,225,MONITOR,41.8875,-87.7375,49,42,0.754153068177402,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,226,MONITOR,41.9025,-87.63250000000001,52,63,0.754048234783113,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,227,MONITOR,41.7625,-87.6725,24,55,0.7540059217717499,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,228,MONITOR,41.8875,-87.63250000000001,49,63,0.7539362981915474,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,229,MONITOR,41.8775,-87.6375,47,62,0.7529407481197268,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,230,MONITOR,41.7675,-87.6125,25,67,0.7524975333362818,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,231,MONITOR,41.8725,-87.64750000000001,46,60,0.7524917160626501,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,232,MONITOR,41.9175,-87.7025,55,49,0.7523746357765049,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,233,MONITOR,41.7375,-87.6525,19,59,0.7516695207450539,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,234,MONITOR,41.8275,-87.6275,37,64,0.7515099439769983,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,235,MONITOR,41.9675,-87.75750000000001,65,38,0.7514640183653682,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,236,MONITOR,41.9225,-87.6975,56,50,0.7504922272637486,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,237,MONITOR,41.9225,-87.6675,56,56,0.7503582462668419,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,238,MONITOR,41.7575,-87.6425,23,61,0.7503439784049988,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,239,MONITOR,41.9125,-87.67750000000001,54,54,0.7502704358194023,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,240,MONITOR,41.8725,-87.7375,46,42,0.7499590588267893,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,241,MONITOR,41.7675,-87.5975,25,70,0.7498634103685617,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,242,MONITOR,41.8825,-87.7325,48,43,0.7497733959462494,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,243,MONITOR,41.7675,-87.6725,25,55,0.7493802094832063,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,244,MONITOR,41.8375,-87.67750000000001,39,54,0.7493423668202013,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,245,MONITOR,41.9225,-87.67750000000001,56,54,0.7492372880224138,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,246,MONITOR,41.7975,-87.6525,31,59,0.7489611820783466,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,247,MONITOR,41.7775,-87.7225,27,45,0.748492248589173,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,248,MONITOR,41.7575,-87.5925,23,71,0.7483810468111187,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,249,MONITOR,41.7725,-87.6125,26,67,0.7477728051599115,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,250,MONITOR,41.9275,-87.7025,57,49,0.7476526014506817,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,251,MONITOR,41.7725,-87.5775,26,74,0.7468675149139017,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,252,MONITOR,41.8825,-87.7425,48,41,0.7461145147681236,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,253,MONITOR,41.8925,-87.67750000000001,50,54,0.7459956584498286,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,254,MONITOR,41.8275,-87.6825,37,53,0.7457197362091392,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,255,MONITOR,41.9625,-87.7775,64,34,0.7452978305518627,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,256,MONITOR,41.7425,-87.5725,20,75,0.7450722428038716,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,257,MONITOR,41.7575,-87.6275,23,64,0.7447134701069444,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,258,MONITOR,41.8875,-87.7425,49,41,0.7442223085090518,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,259,MONITOR,41.8225,-87.7025,36,49,0.7439970879349858,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,260,MONITOR,41.8675,-87.64750000000001,45,60,0.743990964954719,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,261,MONITOR,41.7625,-87.6825,24,53,0.7433266320731491,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,262,MONITOR,41.9775,-87.78750000000001,67,32,0.7430605683475733,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,263,MONITOR,41.7425,-87.6725,20,55,0.74249451700598,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,264,MONITOR,41.8975,-87.6175,51,66,0.7423139365855604,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,265,MONITOR,41.9325,-87.6425,58,61,0.7422815433237702,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,266,MONITOR,41.9025,-87.7025,52,49,0.7418975420296192,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,267,MONITOR,41.8825,-87.7375,48,42,0.7414000125136226,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,268,MONITOR,41.7075,-87.6425,13,61,0.7413400637451559,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,269,MONITOR,41.7725,-87.7225,26,45,0.7412486409302801,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,270,MONITOR,41.7975,-87.6225,31,65,0.7409721671137959,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,271,MONITOR,41.7925,-87.6275,30,64,0.7408934198319912,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,272,MONITOR,41.7925,-87.6575,30,58,0.740622395882383,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,273,MONITOR,41.9675,-87.7525,65,39,0.7405310953035951,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,274,MONITOR,41.9725,-87.7775,66,34,0.7399542054627091,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,275,MONITOR,41.8825,-87.7175,48,46,0.7398886848241091,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,276,MONITOR,41.9825,-87.78750000000001,68,32,0.7395070714410394,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,277,MONITOR,41.8875,-87.7325,49,43,0.7394915791228414,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,278,MONITOR,41.9175,-87.6425,55,61,0.7394106274005026,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,279,MONITOR,41.9825,-87.7775,68,34,0.7390985153615475,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,280,MONITOR,41.9275,-87.64750000000001,57,60,0.7386693842709064,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,281,MONITOR,41.8975,-87.67750000000001,51,54,0.7385355255100876,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,282,MONITOR,41.9625,-87.75750000000001,64,38,0.7381354810204357,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,283,MONITOR,41.9175,-87.63250000000001,55,63,0.73801582865417,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,284,MONITOR,41.9175,-87.7075,55,48,0.7378928698599339,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,285,MONITOR,41.7825,-87.66250000000001,28,57,0.7377183514181525,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,286,MONITOR,41.8775,-87.7425,47,41,0.737247152486816,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,287,MONITOR,41.7975,-87.6825,31,53,0.7371346035506576,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,288,MONITOR,41.8825,-87.7025,48,49,0.7371091914828867,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,289,MONITOR,41.9125,-87.6675,54,56,0.7368307581637055,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,290,MONITOR,41.9825,-87.7825,68,33,0.7366299089044333,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,291,MONITOR,41.9675,-87.7775,65,34,0.735955473035574,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,292,MONITOR,41.7975,-87.6125,31,67,0.7359201405197382,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,293,MONITOR,41.9475,-87.80250000000001,61,29,0.7356977369636297,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,294,MONITOR,41.8775,-87.6425,47,61,0.7355066239833832,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,295,MONITOR,41.7325,-87.5925,18,71,0.7350305875297636,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,296,MONITOR,41.7875,-87.6225,29,65,0.7347231293097138,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,297,MONITOR,41.9175,-87.6875,55,52,0.7346514239907265,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,298,MONITOR,41.7025,-87.6425,12,61,0.7343437818344682,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,299,MONITOR,41.9775,-87.7775,67,34,0.7339978069067001,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,300,MONITOR,41.8975,-87.7025,51,49,0.7339115887880325,5.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,301,MONITOR,41.8725,-87.7225,46,45,0.7337221298366785,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,302,MONITOR,41.7825,-87.67750000000001,28,54,0.7337111684028059,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,303,MONITOR,41.8325,-87.69250000000001,38,51,0.7337068209890276,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,304,MONITOR,41.8675,-87.6875,45,52,0.7331367284059525,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,305,MONITOR,41.8875,-87.6575,49,58,0.7330236283596605,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,306,MONITOR,41.7125,-87.66250000000001,14,57,0.7328638676553965,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,307,MONITOR,41.8725,-87.7275,46,44,0.7327823641244322,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,308,MONITOR,41.9525,-87.6425,62,61,0.7327324580401182,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,309,MONITOR,41.7425,-87.6525,20,59,0.73255261243321,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,310,MONITOR,41.8825,-87.6675,48,56,0.7320990487933159,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,311,MONITOR,41.7625,-87.6175,24,66,0.7316621411591768,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,312,MONITOR,41.8125,-87.6275,34,64,0.7316331772599369,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,313,MONITOR,41.7525,-87.7225,22,45,0.7313366187736392,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,314,MONITOR,41.8725,-87.6875,46,52,0.7308351695537567,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,315,MONITOR,41.8875,-87.6425,49,61,0.7306027850136161,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,316,MONITOR,41.7525,-87.69250000000001,22,51,0.7302199471741915,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,317,MONITOR,41.8725,-87.6175,46,66,0.7302008420228958,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,318,MONITOR,41.8875,-87.6725,49,55,0.729779671644792,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,319,MONITOR,41.6425,-87.5425,0,81,0.7293185140006244,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,320,MONITOR,41.9125,-87.7025,54,49,0.7292513402644545,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,321,MONITOR,41.9525,-87.7275,62,44,0.7291804309934378,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,322,MONITOR,41.8825,-87.7225,48,45,0.7290312638506293,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,323,MONITOR,41.8575,-87.64750000000001,43,60,0.7290083619300276,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,324,MONITOR,41.9375,-87.7025,59,49,0.7289389222860336,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,325,MONITOR,41.7975,-87.6175,31,66,0.7286399754229933,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,326,MONITOR,41.9225,-87.64750000000001,56,60,0.727611297974363,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,327,MONITOR,41.7675,-87.5775,25,74,0.7273648290429264,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,328,MONITOR,41.8375,-87.6825,39,53,0.7263959776610136,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,329,MONITOR,41.8775,-87.7375,47,42,0.72616714425385,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
