rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
1988,BASELINE,41.9525,-87.8425,62,21,0.0967855562255683,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1989,BASELINE,41.9725,-87.8775,66,14,0.0965769479482074,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1990,BASELINE,41.6875,-87.6675,9,56,0.0962440314553811,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1991,BASELINE,41.9725,-87.8125,66,27,0.0961975507369839,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1992,BASELINE,41.9125,-87.7325,54,43,0.0961524443794702,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1993,BASELINE,41.7775,-87.6225,27,65,0.0959389502302776,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1994,BASELINE,41.7825,-87.7275,28,44,0.0959155595064614,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1995,BASELINE,41.9825,-87.6725,68,55,0.095765856535928,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1996,BASELINE,41.9875,-87.7075,69,48,0.0953635385705034,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1997,BASELINE,41.7125,-87.6375,14,62,0.094962553242553,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1998,BASELINE,42.0025,-87.7625,72,37,0.0945012041728736,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1999,BASELINE,41.9575,-87.6975,63,50,0.0944902771291184,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2000,BASELINE,42.0025,-87.6575,72,58,0.0944502916286944,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2001,BASELINE,41.9475,-87.8275,61,24,0.094109189864712,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2002,BASELINE,41.7075,-87.7175,13,46,0.0938294097244003,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2003,BASELINE,41.7775,-87.7775,27,34,0.0937471348109555,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2004,BASELINE,41.6775,-87.64750000000001,7,60,0.0930366523131405,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2005,BASELINE,41.7475,-87.5725,21,75,0.0928120722690063,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2006,BASELINE,41.7125,-87.5425,14,81,0.092610632553928,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2007,BASELINE,41.6775,-87.6175,7,66,0.0921770289769771,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2008,BASELINE,41.7575,-87.67750000000001,23,54,0.0916863047857505,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2009,BASELINE,41.6875,-87.67750000000001,9,54,0.0916800738183594,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2010,BASELINE,41.7775,-87.80250000000001,27,29,0.0916058086249948,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2011,BASELINE,41.7075,-87.7025,13,49,0.0915282958029896,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2012,BASELINE,41.8425,-87.6675,40,56,0.0913308227319767,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2013,BASELINE,41.9575,-87.6425,63,61,0.0910737525771913,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2014,BASELINE,41.9975,-87.80250000000001,71,29,0.0909089540318011,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2015,BASELINE,41.6975,-87.67750000000001,11,54,0.0908179989577852,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2016,BASELINE,41.9775,-87.7425,67,41,0.0906536918564533,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2017,BASELINE,41.9925,-87.7775,70,34,0.0903664989703309,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2018,BASELINE,41.6975,-87.7175,11,46,0.0901698142102565,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2019,BASELINE,41.6475,-87.5575,1,78,0.0899763205432556,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2020,BASELINE,41.9975,-87.77250000000001,71,35,0.089968745680135,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2021,BASELINE,41.7325,-87.6825,18,53,0.0895182973410321,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2022,BASELINE,41.7125,-87.6175,14,66,0.0883637161400412,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2023,BASELINE,41.7625,-87.7125,24,47,0.0879934750442693,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2024,BASELINE,41.9175,-87.7625,55,37,0.0879533963179482,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2025,BASELINE,41.6525,-87.5425,2,81,0.0878572625282636,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2026,BASELINE,41.7125,-87.56750000000001,14,76,0.0877951857587139,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2027,BASELINE,41.9775,-87.80250000000001,67,29,0.0877182211663368,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2028,BASELINE,41.9975,-87.7225,71,45,0.0870138912304141,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2029,BASELINE,41.7325,-87.6175,18,66,0.0866862015759282,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2030,BASELINE,41.8125,-87.6125,34,67,0.0865586863157494,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2031,BASELINE,41.9925,-87.7675,70,36,0.0862948074186609,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2032,BASELINE,41.9725,-87.8225,66,25,0.0858805078450565,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2033,BASELINE,41.9175,-87.7975,55,30,0.0854361620324597,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2034,BASELINE,41.6825,-87.53750000000001,8,82,0.0853671989379209,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2035,BASELINE,41.6675,-87.6275,5,64,0.08511321907944,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2036,BASELINE,41.7025,-87.66250000000001,12,57,0.0850986775985292,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2037,BASELINE,41.9725,-87.8425,66,21,0.0843231500651538,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2038,BASELINE,41.7025,-87.55250000000001,12,79,0.084078264853332,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2039,BASELINE,42.0075,-87.8075,73,28,0.0836746469718791,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2040,BASELINE,41.7775,-87.7475,27,40,0.0836701799839848,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2041,BASELINE,41.9775,-87.7225,67,45,0.0833637425458884,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2042,BASELINE,41.7675,-87.7175,25,46,0.0833458152919021,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2043,BASELINE,41.7175,-87.66250000000001,15,57,0.0828490032196395,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2044,BASELINE,41.9425,-87.7425,60,41,0.0822824745277212,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2045,BASELINE,41.9125,-87.7625,54,37,0.0809075844219408,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2046,BASELINE,41.7525,-87.6975,22,50,0.0804241791417738,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2047,BASELINE,41.7875,-87.5925,29,71,0.0803096906347434,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2048,BASELINE,41.9275,-87.7925,57,31,0.0802046978017131,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2049,BASELINE,41.6975,-87.5425,11,81,0.0790071630856472,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2050,BASELINE,41.6825,-87.5425,8,81,0.0785500761781205,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2051,BASELINE,41.9125,-87.7975,54,30,0.0782833056122433,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2052,BASELINE,41.8225,-87.6575,36,58,0.078266847433214,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2053,BASELINE,41.6575,-87.5625,3,77,0.0782283575522539,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2054,BASELINE,41.9925,-87.7525,70,39,0.0780471209500761,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2055,BASELINE,41.9275,-87.7325,57,43,0.0780192126431339,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2056,BASELINE,41.9725,-87.81750000000001,66,26,0.0777903251507367,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2057,BASELINE,41.7975,-87.7825,31,33,0.0772749394777972,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2058,BASELINE,41.7525,-87.7125,22,47,0.0771380687043181,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2059,BASELINE,41.7425,-87.7075,20,48,0.0769752530341096,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2060,BASELINE,41.7175,-87.6725,15,55,0.076872353579606,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2061,BASELINE,41.6875,-87.6725,9,55,0.076348203720632,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2062,BASELINE,41.7375,-87.6875,19,52,0.0762264926636321,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2063,BASELINE,41.9925,-87.7975,70,30,0.0760700326674476,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2064,BASELINE,41.7825,-87.7075,28,48,0.0758467416740905,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2065,BASELINE,41.7175,-87.5725,15,75,0.075718465445472,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2066,BASELINE,41.9425,-87.7375,60,42,0.0754543084336885,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2067,BASELINE,41.8025,-87.7475,32,40,0.075397595716399,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2068,BASELINE,41.6975,-87.5575,11,78,0.0744607036570839,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2069,BASELINE,41.6525,-87.5275,2,84,0.0744069474714559,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2070,BASELINE,41.9425,-87.7225,60,45,0.0743797234830785,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2071,BASELINE,41.9125,-87.7825,54,33,0.0741551856251102,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2072,BASELINE,41.6725,-87.66250000000001,6,57,0.0738171903979268,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2073,BASELINE,41.7125,-87.5475,14,80,0.0735919653776829,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2074,BASELINE,41.7575,-87.69250000000001,23,51,0.0732579400921337,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2075,BASELINE,41.9875,-87.7825,69,33,0.0730912496604437,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2076,BASELINE,41.7525,-87.7175,22,46,0.0729310531488393,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2077,BASELINE,41.9425,-87.7825,60,33,0.0724027406930422,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2078,BASELINE,41.6825,-87.6175,8,66,0.0723035940856579,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2079,BASELINE,41.9575,-87.7625,63,37,0.072260994130743,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2080,BASELINE,41.6525,-87.53750000000001,2,82,0.0719016607594597,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2081,BASELINE,41.9825,-87.7025,68,49,0.071828651374951,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2082,BASELINE,41.7975,-87.6875,31,52,0.0716816148212668,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2083,BASELINE,41.8475,-87.7375,41,42,0.0713059808762425,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2084,BASELINE,41.8225,-87.7075,36,48,0.0712962002411379,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2085,BASELINE,41.6975,-87.7075,11,48,0.0712555951989275,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2086,BASELINE,41.9225,-87.6275,56,64,0.0711346069275295,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2087,BASELINE,41.7175,-87.6675,15,56,0.0710955127158483,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2088,BASELINE,41.8175,-87.6525,35,59,0.0704187417183192,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2089,BASELINE,41.8025,-87.7525,32,39,0.0699532586243916,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2090,BASELINE,41.8125,-87.7275,34,44,0.0698897081400705,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2091,BASELINE,41.7825,-87.7675,28,36,0.0696955401839311,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
2092,BASELINE,41.7775,-87.78750000000001,27,32,0.0695813660834105,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
