rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
1237,BASELINE,41.9275,-87.6375,57,62,0.3887557169321111,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1238,BASELINE,41.7975,-87.80250000000001,31,29,0.3879682699400031,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1239,BASELINE,41.8725,-87.6575,46,58,0.3868287245812182,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1240,BASELINE,41.8475,-87.7025,41,49,0.3864842312236516,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1241,BASELINE,41.7525,-87.5625,22,77,0.3864728754061808,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1242,BASELINE,41.8425,-87.6225,40,65,0.3863395661539093,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1243,BASELINE,41.8975,-87.7425,51,41,0.3856131858543825,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1244,BASELINE,41.7825,-87.7225,28,45,0.3854184093025105,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1245,BASELINE,41.9475,-87.8225,61,25,0.3844901267385788,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1246,BASELINE,41.9325,-87.69250000000001,58,51,0.3843916753091538,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1247,BASELINE,41.9575,-87.6725,63,55,0.3841943071277363,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1248,BASELINE,41.9825,-87.6525,68,59,0.3841339936214936,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1249,BASELINE,41.8325,-87.6975,38,50,0.3834331214201521,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1250,BASELINE,41.7425,-87.5925,20,71,0.3825689642794156,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1251,BASELINE,41.9425,-87.6575,60,58,0.3821497796689536,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1252,BASELINE,41.6875,-87.6825,9,53,0.3820070230942418,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1253,BASELINE,41.9675,-87.6975,65,50,0.3818657512286026,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1254,BASELINE,41.8475,-87.69250000000001,41,51,0.3814054366445101,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1255,BASELINE,41.8525,-87.6725,42,55,0.3812311550710553,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1256,BASELINE,41.7875,-87.6575,29,58,0.3806166001241957,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1257,BASELINE,41.9875,-87.7025,69,49,0.3797843505125019,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1258,BASELINE,41.6925,-87.6675,10,56,0.3797450882245526,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1259,BASELINE,41.7425,-87.6575,20,58,0.379153430549791,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1260,BASELINE,42.0025,-87.8075,72,28,0.3786128569934519,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1261,BASELINE,41.7225,-87.5475,16,80,0.3784555264445422,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1262,BASELINE,41.9375,-87.7625,59,37,0.377447641947329,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1263,BASELINE,41.8375,-87.6975,39,50,0.3773838690182744,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1264,BASELINE,41.9175,-87.69250000000001,55,51,0.3771023824124804,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1265,BASELINE,41.7825,-87.5775,28,74,0.3770670655308412,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1266,BASELINE,41.7725,-87.6975,26,50,0.3748517440418322,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1267,BASELINE,41.6925,-87.6575,10,58,0.3741696327346461,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1268,BASELINE,41.7775,-87.6275,27,64,0.3740163553989475,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1269,BASELINE,41.8075,-87.7075,33,48,0.3735925100398155,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1270,BASELINE,41.8875,-87.6725,49,55,0.3725823047089235,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1271,BASELINE,41.7725,-87.6375,26,62,0.3705753950379744,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1272,BASELINE,41.7725,-87.67750000000001,26,54,0.3704247926147684,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1273,BASELINE,41.9625,-87.78750000000001,64,32,0.3704145135043417,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1274,BASELINE,41.8425,-87.7275,40,44,0.3694308328817128,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1275,BASELINE,41.9825,-87.6875,68,52,0.3693972090584874,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1276,BASELINE,41.9075,-87.7925,53,31,0.3693074397955351,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1277,BASELINE,41.9375,-87.6825,59,53,0.3691815111629308,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1278,BASELINE,41.9025,-87.6525,52,59,0.3686070030042763,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1279,BASELINE,41.9075,-87.7175,53,46,0.367884897166857,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1280,BASELINE,41.6775,-87.6575,7,58,0.3671040314482571,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1281,BASELINE,41.9325,-87.7375,58,42,0.3669614252569251,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1282,BASELINE,41.6925,-87.67750000000001,10,54,0.366565967081335,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1283,BASELINE,41.8925,-87.6825,50,53,0.3663741101570065,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1284,BASELINE,41.8925,-87.7425,50,41,0.3648558927933465,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1285,BASELINE,41.7775,-87.7075,27,48,0.3645044651951303,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1286,BASELINE,41.7825,-87.5825,28,73,0.3643991076491558,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1287,BASELINE,41.9425,-87.6675,60,56,0.3641402289150065,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1288,BASELINE,41.6575,-87.6075,3,68,0.3641105276283751,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1289,BASELINE,41.6975,-87.6125,11,67,0.3630433515807961,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1290,BASELINE,41.9825,-87.77250000000001,68,35,0.362587428876393,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1291,BASELINE,41.8725,-87.69250000000001,46,51,0.3622388410018242,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1292,BASELINE,41.8225,-87.5975,36,70,0.3619524657020615,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1293,BASELINE,41.8175,-87.6425,35,61,0.3618631288544859,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1294,BASELINE,41.7725,-87.7175,26,46,0.3607076959031262,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1295,BASELINE,41.7275,-87.5975,17,70,0.3605199717446335,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1296,BASELINE,41.8975,-87.7775,51,34,0.3602490860949795,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1297,BASELINE,41.9525,-87.7375,62,42,0.3599771871380761,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1298,BASELINE,41.7925,-87.6575,30,58,0.359723130435452,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1299,BASELINE,41.8725,-87.66250000000001,46,57,0.3595757738849921,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1300,BASELINE,41.8475,-87.6125,41,67,0.3595679194167875,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1301,BASELINE,41.7675,-87.5625,25,77,0.3594636696982731,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1302,BASELINE,41.8375,-87.6125,39,67,0.3591704575679176,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1303,BASELINE,41.9875,-87.7675,69,36,0.3586743898270957,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1304,BASELINE,41.7625,-87.67750000000001,24,54,0.3584791402509929,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1305,BASELINE,41.7275,-87.5475,17,80,0.3582694080699749,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1306,BASELINE,41.9375,-87.6725,59,55,0.3582037552864278,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1307,BASELINE,41.7925,-87.6125,30,67,0.3578309022775877,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1308,BASELINE,41.9575,-87.75750000000001,63,38,0.3574315235704228,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1309,BASELINE,41.7475,-87.6575,21,58,0.3566010545596064,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1310,BASELINE,41.7625,-87.6125,24,67,0.3541753092091088,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1311,BASELINE,41.7125,-87.55250000000001,14,79,0.3539080555701641,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1312,BASELINE,41.6975,-87.6075,11,68,0.3538147208253965,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1313,BASELINE,41.7475,-87.7125,21,47,0.353685904405381,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1314,BASELINE,41.9825,-87.6975,68,50,0.351915910048832,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1315,BASELINE,41.7475,-87.56750000000001,21,76,0.3518568109138174,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1316,BASELINE,41.8975,-87.69250000000001,51,51,0.3507859491399403,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1317,BASELINE,41.6625,-87.6175,4,66,0.3505422727134772,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1318,BASELINE,41.7925,-87.7325,30,43,0.3504525058083324,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1319,BASELINE,41.7775,-87.6375,27,62,0.3497847503906379,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1320,BASELINE,41.9575,-87.7325,63,43,0.3494537152317447,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1321,BASELINE,41.7475,-87.6275,21,64,0.348323514589579,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1322,BASELINE,41.6925,-87.6275,10,64,0.3477257341772427,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1323,BASELINE,41.7175,-87.6275,15,64,0.347481623064183,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1324,BASELINE,41.7925,-87.7275,30,44,0.3474604353124603,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1325,BASELINE,41.9725,-87.7775,66,34,0.3472786880041493,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1326,BASELINE,41.9475,-87.7625,61,37,0.3451259979721729,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1327,BASELINE,41.9725,-87.6875,66,52,0.3450719440986514,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1328,BASELINE,41.6975,-87.6825,11,53,0.3448892102552799,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1329,BASELINE,41.9775,-87.6975,67,50,0.3442817100696438,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1330,BASELINE,41.6825,-87.6575,8,58,0.3438839877904103,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1331,BASELINE,41.9725,-87.7125,66,47,0.3438825632169752,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1332,BASELINE,41.8125,-87.7425,34,41,0.343588171478663,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1333,BASELINE,41.9975,-87.7175,71,46,0.3426279291798552,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1334,BASELINE,41.7475,-87.6975,21,50,0.3409526733502466,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1335,BASELINE,41.7625,-87.69250000000001,24,51,0.3394266178001708,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1336,BASELINE,41.7625,-87.6275,24,64,0.3394212062719051,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1337,BASELINE,41.7875,-87.7125,29,47,0.3393072543565458,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1338,BASELINE,41.7225,-87.64750000000001,16,60,0.3392601623009767,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1339,BASELINE,41.7525,-87.55250000000001,22,79,0.3392384822952964,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1340,BASELINE,41.9325,-87.7825,58,33,0.3385972381713843,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1341,BASELINE,41.9275,-87.7175,57,46,0.3384257230500404,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1342,BASELINE,42.0125,-87.8075,74,28,0.3377506627102487,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1343,BASELINE,41.9925,-87.7825,70,33,0.3377504642402795,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1344,BASELINE,41.8075,-87.7275,33,44,0.3373107326368336,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1345,BASELINE,41.7325,-87.6225,18,65,0.3369796711900906,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1346,BASELINE,41.9625,-87.7775,64,34,0.3362594840162167,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1347,BASELINE,41.9275,-87.6575,57,58,0.3360762799926224,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1348,BASELINE,41.7875,-87.7175,29,46,0.3356286015252401,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1349,BASELINE,41.7875,-87.5775,29,74,0.3353745315529818,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1350,BASELINE,41.9475,-87.7225,61,45,0.3345356505763402,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1351,BASELINE,41.9775,-87.7925,67,31,0.3344273598682626,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1352,BASELINE,41.6475,-87.5425,1,81,0.3338882346483419,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1353,BASELINE,41.9375,-87.77250000000001,59,35,0.3336680491069085,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1354,BASELINE,41.7675,-87.67750000000001,25,54,0.3336589705061901,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1355,BASELINE,41.8225,-87.6425,36,61,0.3331666739839554,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1356,BASELINE,41.7825,-87.6425,28,61,0.3330347238004376,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1357,BASELINE,41.7425,-87.55250000000001,20,79,0.3329738759073163,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1358,BASELINE,41.7025,-87.6425,12,61,0.3325464966661471,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1359,BASELINE,41.8375,-87.6725,39,55,0.332358211339439,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1360,BASELINE,41.6625,-87.6275,4,64,0.3319577480503604,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1361,BASELINE,41.9025,-87.7025,52,49,0.3312803333240254,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1362,BASELINE,41.9775,-87.7975,67,30,0.3309861156530708,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1363,BASELINE,41.7475,-87.7375,21,42,0.3305506591975226,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1364,BASELINE,41.7975,-87.6225,31,65,0.3304658489559288,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1365,BASELINE,41.6925,-87.6525,10,59,0.3289371646497153,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1366,BASELINE,41.9175,-87.6425,55,61,0.3284160998012975,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1367,BASELINE,41.7475,-87.5425,21,81,0.3280910943610532,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1368,BASELINE,41.7275,-87.6425,17,61,0.3279192608723346,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1369,BASELINE,41.9275,-87.78750000000001,57,32,0.3268723578554291,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1370,BASELINE,41.7325,-87.6075,18,68,0.326705583069161,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1371,BASELINE,41.9525,-87.7625,62,37,0.3265005698068735,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1372,BASELINE,41.7725,-87.6025,26,69,0.3264503432284421,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1373,BASELINE,41.9625,-87.7175,64,46,0.3249671155872434,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1374,BASELINE,41.9525,-87.7425,62,41,0.3242201661475234,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1375,BASELINE,41.8775,-87.69250000000001,47,51,0.3238443163647073,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1376,BASELINE,41.8075,-87.5975,33,70,0.3238005775193276,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1377,BASELINE,41.6825,-87.6825,8,53,0.3231881486920737,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1378,BASELINE,41.9925,-87.75750000000001,70,38,0.322695554257913,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1379,BASELINE,41.6775,-87.6825,7,53,0.3213692468935233,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1380,BASELINE,41.6575,-87.5825,3,73,0.3213031313125617,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1381,BASELINE,41.7775,-87.6675,27,56,0.3211138904979506,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1382,BASELINE,41.8875,-87.6825,49,53,0.3211070187410098,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1383,BASELINE,42.0125,-87.6675,74,56,0.3205354887592396,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1384,BASELINE,41.9475,-87.7975,61,30,0.3197248237717315,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1385,BASELINE,41.7975,-87.6725,31,55,0.319458932218865,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1386,BASELINE,41.7625,-87.5975,24,70,0.3188401249561179,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1387,BASELINE,42.0025,-87.7025,72,49,0.3180066016086854,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1388,BASELINE,41.7375,-87.5625,19,77,0.317865251735117,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1389,BASELINE,41.6575,-87.5725,3,75,0.3168902599612394,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1390,BASELINE,41.8375,-87.6275,39,64,0.3161784100526903,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1391,BASELINE,41.7725,-87.6575,26,58,0.3159651736289645,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1392,BASELINE,41.7425,-87.67750000000001,20,54,0.3157953737429468,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1393,BASELINE,42.0025,-87.6975,72,50,0.3156216209107785,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1394,BASELINE,41.7575,-87.6875,23,52,0.314060634142114,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1395,BASELINE,41.7325,-87.5775,18,74,0.3129992492635065,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1396,BASELINE,41.8425,-87.64750000000001,40,60,0.3128175172591454,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1397,BASELINE,41.7525,-87.5725,22,75,0.3126904291265651,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1398,BASELINE,41.9225,-87.63250000000001,56,63,0.3116469995682763,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1399,BASELINE,41.8925,-87.66250000000001,50,57,0.3113051743018822,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1400,BASELINE,41.7075,-87.64750000000001,13,60,0.3109331992633676,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1401,BASELINE,41.9125,-87.75750000000001,54,38,0.3105406917075801,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1402,BASELINE,41.8225,-87.6125,36,67,0.3105236089096788,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1403,BASELINE,41.7775,-87.6125,27,67,0.3105041427726384,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1404,BASELINE,41.7725,-87.5725,26,75,0.3103974801179009,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1405,BASELINE,41.7625,-87.6425,24,61,0.3098397809231385,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1406,BASELINE,41.9675,-87.7175,65,46,0.3083062780688207,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1407,BASELINE,41.7925,-87.78750000000001,30,32,0.3079025566375546,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1408,BASELINE,41.7075,-87.63250000000001,13,63,0.3070336995392246,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1409,BASELINE,41.9275,-87.7375,57,42,0.3065970211497881,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1410,BASELINE,41.9175,-87.7025,55,49,0.3062669855096165,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1411,BASELINE,41.7425,-87.6675,20,56,0.3053771627882631,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1412,BASELINE,41.7225,-87.6725,16,55,0.3049455006340737,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1413,BASELINE,41.7075,-87.6075,13,68,0.3045972488773473,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1414,BASELINE,41.7725,-87.6875,26,52,0.30449551071879,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1415,BASELINE,41.7125,-87.66250000000001,14,57,0.3041808562301403,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1416,BASELINE,41.9825,-87.7625,68,37,0.303035676428432,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1417,BASELINE,41.8375,-87.69250000000001,39,51,0.3028377909594704,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1418,BASELINE,41.7375,-87.5925,19,71,0.3024736017493332,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1419,BASELINE,41.9725,-87.7075,66,48,0.3016558868496751,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1420,BASELINE,41.8275,-87.6075,37,68,0.3014570082118405,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1421,BASELINE,41.9125,-87.7225,54,45,0.3011187176594799,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1422,BASELINE,41.9575,-87.7675,63,36,0.300618526282969,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1423,BASELINE,41.8525,-87.6575,42,58,0.2998960095599265,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1424,BASELINE,41.6825,-87.6675,8,56,0.2994196396339077,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1425,BASELINE,41.9375,-87.69250000000001,59,51,0.299341832805056,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1426,BASELINE,41.9525,-87.7225,62,45,0.2991020983899969,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1427,BASELINE,41.9275,-87.69250000000001,57,51,0.298599678549032,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1428,BASELINE,41.9125,-87.78750000000001,54,32,0.298306548238796,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1429,BASELINE,41.7875,-87.6375,29,62,0.2972828626330729,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1430,BASELINE,41.9325,-87.7925,58,31,0.2967452977806905,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1431,BASELINE,41.8425,-87.6075,40,68,0.2961921629856778,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1432,BASELINE,41.6925,-87.6725,10,55,0.2956449800470457,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1433,BASELINE,41.9475,-87.7325,61,43,0.295505833748008,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1434,BASELINE,41.6725,-87.5575,6,78,0.2952209690196378,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1435,BASELINE,41.9925,-87.78750000000001,70,32,0.2952031981969974,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1436,BASELINE,41.9475,-87.6975,61,50,0.2951135940117217,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1437,BASELINE,41.7575,-87.7025,23,49,0.2950810806491524,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1438,BASELINE,41.8175,-87.6075,35,68,0.2942586868226354,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1439,BASELINE,41.9575,-87.7775,63,34,0.2934324678587084,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1440,BASELINE,42.0075,-87.6875,73,52,0.2932830226017408,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1441,BASELINE,41.8275,-87.7225,37,45,0.2927706454300114,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1442,BASELINE,41.7625,-87.6525,24,59,0.291348975512628,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1443,BASELINE,41.8425,-87.63250000000001,40,63,0.290912842528736,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1444,BASELINE,41.9325,-87.7225,58,45,0.290779715672695,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1445,BASELINE,41.8025,-87.7175,32,46,0.2906994715117501,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1446,BASELINE,41.6525,-87.5975,2,70,0.2906797267947356,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1447,BASELINE,41.9475,-87.7825,61,33,0.2906002111903867,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1448,BASELINE,41.8575,-87.6975,43,50,0.2897884930887323,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1449,BASELINE,41.7575,-87.5575,23,78,0.2890448180842875,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1450,BASELINE,41.8125,-87.5975,34,70,0.2884071378174975,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1451,BASELINE,41.8925,-87.6725,50,55,0.2880348356420809,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1452,BASELINE,41.9625,-87.7825,64,33,0.2879281186850503,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
